Classification	20210612MCX010	20210612MCX012	20210617MCX008	20210617MCX009	20210618MCX005	20210618MCX006	20210618MCX007	20210618MCX008	20210619MCX010	20210619MCX013	20210622MCX005	20210622MCX006	20210623MCX012	20210625MCX009	20210625MCX010	20210309MCX007	20210626MCX006	20210626MCX008	20210628MCX011	20210629MCX008	20210629MCX009	20210309MCX010	20210629MCX010	20210630MCX014	20210630MCX015	20210701MCX010	20210702MCX009	20210703MCX008	20210703MCX010	20210705MCX013	20210706MCX012	20210707MCX007	20210707MCX008	20210707MCX011	20210709MCX011	20210710MCX007	20210710MCX009	230401MCX00022	20210712MCX011	230406MCX00012	20210713MCX010	20210713MCX012	20210713MCX013	20210714MCX007	20210714MCX008	230414MCX00014	230419MCX00028	20210716MCX014	20210716MCX016	230421MCX00020	230421MCX00028	20210716MCX019	20210719MCX005	20210719MCX006	20210720MCX011	230504MCX00021	20210312MCX003	230505MCX00035	230509MCX00022	230510MCX00019	230510MCX00020	230512MCX00018	230516MCX00019	230516MCX00036	20210723MCX013	230517MCX00018	230517MCX00023	20210723MCX015	230518MCX00014	20210723MCX017	20210313MCX003	230523MCX00019	230524MCX00017	230524MCX00019	230526MCX00012	230527MCX00019	20210726MCX012	230530MCX00020	230603MCX00015	230603MCX00017	20210727MCX015	230606MCX00022	230606MCX00030	20210728MCX008	20210728MCX012	230609MCX00025	230610MCX00012	230610MCX00018	230613MCX00010	20210729MCX010	20210729MCX011	230614MCX00013	230616MCX00017	20210730MCX009	230620MCX00025	230621MCX00018	20210730MCX017	20210730MCX018	20210731MCX007	20210731MCX011	20210802MCX012	20210804MCX003	20210804MCX006	20210805MCX008	20210316MCX006	20210805MCX014	20210806MCX011	20210807MCX009	20210807MCX013	20210807MCX014	20210810MCX012	20210810MCX013	20210811MCX009	20210811MCX011	20210811MCX014	20210812MCX008	20210813MCX009	20210813MCX011	20210814MCX014	20210816MCX011	20210817MCX018	20210819MCX009	20210820MCX013	20210820MCX014	20210820MCX015	20210821MCX012	20210821MCX014	20210318MCX014	20210825MCX010	20210825MCX012	20210826MCX009	20210826MCX011	20210827MCX009	20210827MCX010	20210827MCX011	20210827MCX014	20210828MCX008	20210831MCX008	20210901MCX015	20210902MCX005	20210902MCX009	20210903MCX010	20210904MCX008	20210904MCX014	20210906MCX013	20210906MCX015	20210319MCX011	20210907MCX013	20210907MCX017	20210907MCX019	20210907MCX021	20210908MCX019	20210909MCX011	20210909MCX012	20210910MCX007	20210910MCX010	20210910MCX011	20210910MCX012	20210910MCX013	20210910MCX014	20210910MCX015	20210910MCX019	20210913MCX015	20210914MCX010	20210914MCX012	20210915MCX007	20210915MCX009	20210915MCX010	20210915MCX011	20210916MCX005	20210916MCX006	20210916MCX007	20210323MCX004	20210323MCX007	20210922MCX010	20210922MCX011	20210923MCX014	20210923MCX015	20210923MCX016	20210923MCX021	20210924MCX010	20210924MCX011	20210924MCX012	20210924MCX016	20210924MCX017	20210928MCX006	20210928MCX009	20210928MCX012	20210929MCX011	20211004MCX018	20211004MCX022	20211004MCX024	20211006MCX010	20210325MCX003	20211008MCX018	20211011MCX008	20211012MCX008	20211012MCX016	20210326MCX005	20211015MCX011	20211016MCX013	20211016MCX015	20211019MCX016	20211019MCX022	20211020MCX013	20211021MCX010	20211022MCX006	20211022MCX007	20211022MCX010	20211022MCX013	20211022MCX015	20211022MCX016	20210329MCX004	20211026MCX013	20211026MCX022	20210330MCX002	20211028MCX015	20210330MCX004	20211028MCX021	20211028MCX025	20210330MCX005	20211029MCX010	20210330MCX006	20211029MCX014	20211101MCX015	20211103MCX002	20211103MCX004	20211103MCX005	20211104MCX009	20211104MCX017	20211106MCX005	20211106MCX007	20211109MCX014	20211109MCX016	20211110MCX010	20210401MCX008	20211112MCX010	20211112MCX014	20211113MCX008	20211115MCX003	20211116MCX012	20211117MCX010	20211117MCX012	20211117MCX015	20211117MCX016	20211118MCX015	20211119MCX007	20211119MCX011	20210402MCX009	20211120MCX005	20211120MCX006	20211123MCX010	20211123MCX011	20211124MCX016	20211124MCX019	20211125MCX009	20211125MCX012	20211126MCX009	20211126MCX011	20211127MCX010	20211127MCX011	20211130MCX010	20211130MCX014	20211203MCX011	20211204MCX004	20211204MCX005	20211207MCX007	20211207MCX012	20211208MCX010	20211208MCX015	20211209MCX017	20211209MCX019	20211210MCX014	20211215MCX006	20211215MCX012	20211216MCX009	20211216MCX010	20211217MCX014	20211217MCX015	20211218MCX005	20211218MCX011	20211221MCX010	20211222MCX007	20211222MCX010	20211223MCX008	20211223MCX009	20211224MCX012	20211224MCX018	20211229MCX015	20211229MCX016	20211229MCX017	20211230MCX010	20211230MCX011	20211230MCX012	20211231MCX012	20210409MCX016	20220104MCX011	20220104MCX015	20220105MCX008	20220105MCX010	20220105MCX011	20220106MCX009	20210410MCX001	20210410MCX005	20210410MCX006	20220111MCX017	20220112MCX014	20220112MCX016	20220112MCX017	20220112MCX018	20220113MCX017	20220114MCX015	20220115MCX009	20220115MCX010	20220115MCX016	20210412MCX007	20220118MCX016	20220119MCX020	20220121MCX008	20220121MCX009	20220122MCX010	20220122MCX014	20220125MCX016	20210413MCX011	20220127MCX014	20220127MCX022	20220127MCX024	20220127MCX026	20220127MCX030	20210414MCX013	20220210MCX018	20220212MCX010	20220215MCX018	20210415MCX002	20220215MCX021	20220217MCX012	20220218MCX014	20220219MCX016	20220224MCX007	20220225MCX010	20220226MCX019	20220226MCX020	20220226MCX022	20220301MCX019	20220304MCX013	20220305MCX010	20210419MCX006	20220308MCX015	20220308MCX017	20210419MCX007	20220310MCX026	20210420MCX005	20210420MCX006	20220311MCX014	20210227MCX003	20220318MCX013	20220319MCX007	20220319MCX015	20210421MCX013	20220322MCX015	20210422MCX007	220406MCX00012	20210427MCX009	20210427MCX011	20210428MCX011	20210428MCX012	20210429MCX006	20210429MCX007	20210429MCX009	20210430MCX009	20210430MCX011	20210507MCX008	20210507MCX009	20210507MCX013	220610MCX00019	220623MCX00022	220625MCX00023	20210514MCX011	20210515MCX006	20210517MCX004	20210517MCX007	20210517MCX008	20210524MCX007	20210525MCX011	20210526MCX014	20210526MCX015	20210528MCX007	20210531MCX004	20210601MCX009	20210601MCX013	20210602MCX013	20210603MCX006	20210603MCX008	20210603MCX009	20210603MCX015	20210604MCX007	20210604MCX008	20210604MCX011	20210604MCX018	20210607MCX008	20210609MCX005	20210610MCX001
Sulfurifustis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.75973e-05	0	0	0	0	0	0	0	0	0	0	0	3.00273e-06	0	0	3.69278e-06	0	0	0	0	0	0	0	0	0	0	0	1.03939e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.08453e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.07375e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.33834e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.79841e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.20926e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.47355e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.40457e-05	0	0	0	0	0	0	0	0	0	0	0	2.3064e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.9076e-06	0	0	3.89563e-06	0	0	0	0	0	0	0	0	0	0	0	1.40477e-05	0	0	0	1.34909e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.9168e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.55581e-05	0	0	0	0	0	0	0	0	0	0	0	1.27963e-05	0	0	0	0
Halioglobus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.42781e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.11816e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.04228e-05	0	0	0	3.24448e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.52287e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.40414e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.17417e-05	0	0	0	6.46144e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.61083e-06	0	0	0	0	0	0	0	0	0	0	0	0	2.76213e-05	0	0	0	0
Kineobactrum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.17229e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.88979e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.83746e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.34218e-05	0	0	0	3.49405e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.47402e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.49821e-05	0	0	0	0	0	0	0	0	0	0	0	9.39034e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.16395e-05	0	0	0	1.70412e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.44712e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.4319e-05	0	0	0	0
Congregibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.20101e-06	0.000106369	0	3.95096e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.80262e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000103259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.81543e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.90088e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000330937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.50905e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.17068e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Saccharophagus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.46185e-06	0	0	0	0
Agarilytica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.05801e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.76741e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.21477e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.16736e-05	0	0	0	4.82833e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000108536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.86632e-06	0	0	0	0
Simiduia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.33228e-06	0	0	0	0	0	0	0	0	0	0	0	5.29142e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.34218e-05	0	0	0	0	0	1.59876e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.53569e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.7101e-05	0	0	0	0	0	0	0	5.766e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.7829e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.24763e-05	0	0	0	3.90527e-05	0	0	0	0	4.11098e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.41854e-06	0	0	0	0	0	0	0	0	0	0	0	0	1.82582e-05	0	0	0	0
Cellvibrio	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.91925e-06	0	0	0	0	0	0	0	0	0	6.95369e-06	0	0	6.21942e-06	0	0	0	0	0	0	0	0	0	0	0	3.30714e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.12684e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.05023e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000113827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.92796e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.68548e-05	0	0	0	0.000100915	0	0	0	0	0	0	0	3.29486e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.10705e-06	6.1219e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.01615e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.85308e-05	0	0	0	3.26622e-05	0	0	0	0	4.79614e-06	0	0	0	0	0.000123224	0	0	0	0	0	0	0	0	0	0	0	0	1.70287e-05	0	0	0	0	0	0	0	0	0	0	0	0	5.0381e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.86644e-06	0	0	0	0	0	0	0	0	0	0	1.19489e-05	0	0.0001431	0	0	0	0
Teredinibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.48954e-06	0	0	0	0	0	0	0	0	0	2.68665e-06	0	0	3.30406e-06	0	0	0	0	0	0	0	0	0	0	0	2.45673e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.14749e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.08316e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.67127e-05	0	0	0	0	1.47799e-05	0	0	8.73137e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.40414e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.84967e-05	0	0	0	3.76326e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1697e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.10797e-05	0	0	0	0
Microbulbifer	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.9452e-06	0	0	0	0	0	0	0	0	0	3.95096e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4079e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.36873e-05	0	0	0	9.98301e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.64221e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.80618e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.75518e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.06057e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.02683e-06	0	0	0	0	5.03616e-06	0	0	2.95451e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.73749e-06	2.24577e-05	0	0	0	0	0	0	0	0	0	5.25752e-06	0	0	0	0	0	1.27609e-05
Zhongshania	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.15242e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.26104e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.21343e-06	0	0	0	0
Spongiibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.44501e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.88713e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.78958e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.28679e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.67865e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.9168e-06	0	0	0	0	3.95698e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.09499e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
